/home/v-wangzl/local_code/RLABL/scripts/train.py --algo ppo --env MiniGrid-ConfigWorld-v0 --model PPO_1M --save-interval 10 --frames 1000000

Namespace(algo='ppo', env='MiniGrid-ConfigWorld-v0', model='PPO_1M', seed=1, log_interval=1, save_interval=10, procs=16, frames=1000000, epochs=4, batch_size=256, frames_per_proc=None, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False, mem=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 32, kernel_size=(12, 12), stride=(6, 6))
    (1): ReLU()
    (2): Conv2d(32, 64, kernel_size=(9, 9), stride=(4, 4))
    (3): ReLU()
    (4): Conv2d(64, 128, kernel_size=(3, 3), stride=(2, 2))
    (5): ReLU()
    (6): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1))
    (7): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): ReLU()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): ReLU()
    (4): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): ReLU()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): ReLU()
    (4): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 46 | F 094208 | FPS 0496 | D 198 | Reward:μσmM 0.00 0.00 0.00 0.00 |  entropy 1.932 | value -0.016 | policy_loss -0.004 | value_loss 0.000 | grad_norm 0.005
U 47 | F 096256 | FPS 0491 | D 203 | Reward:μσmM -0.38 0.48 -1.00 0.00 |  entropy 1.888 | value -0.056 | policy_loss 0.034 | value_loss 0.016 | grad_norm 0.056
U 48 | F 098304 | FPS 0483 | D 207 | Reward:μσmM -0.60 0.52 -1.00 0.38 |  entropy 1.865 | value -0.058 | policy_loss 0.016 | value_loss 0.011 | grad_norm 0.081
U 49 | F 100352 | FPS 0512 | D 211 | Reward:μσmM -0.41 0.53 -1.00 0.38 |  entropy 1.915 | value -0.032 | policy_loss -0.007 | value_loss 0.000 | grad_norm 0.011
U 50 | F 102400 | FPS 0477 | D 215 | Reward:μσmM -0.23 0.46 -1.00 0.38 |  entropy 1.907 | value -0.031 | policy_loss -0.001 | value_loss 0.002 | grad_norm 0.018
Status saved
U 51 | F 104448 | FPS 0491 | D 219 | Reward:μσmM -0.19 0.39 -1.00 0.00 |  entropy 1.915 | value -0.032 | policy_loss 0.009 | value_loss 0.006 | grad_norm 0.028
U 52 | F 106496 | FPS 0509 | D 223 | Reward:μσmM -0.19 0.39 -1.00 0.00 |  entropy 1.896 | value -0.031 | policy_loss -0.004 | value_loss 0.001 | grad_norm 0.028
U 53 | F 108544 | FPS 0507 | D 227 | Reward:μσmM -0.06 0.24 -1.00 0.00 |  entropy 1.917 | value -0.017 | policy_loss -0.006 | value_loss 0.000 | grad_norm 0.013
U 54 | F 110592 | FPS 0496 | D 232 | Reward:μσmM 0.00 0.00 0.00 0.00 |  entropy 1.930 | value -0.015 | policy_loss -0.003 | value_loss 0.000 | grad_norm 0.004
U 55 | F 112640 | FPS 0488 | D 236 | Reward:μσmM -0.06 0.24 -1.00 0.00 |  entropy 1.929 | value -0.015 | policy_loss -0.002 | value_loss 0.001 | grad_norm 0.006
U 56 | F 114688 | FPS 0501 | D 240 | Reward:μσmM -0.24 0.44 -1.00 0.23 |  entropy 1.904 | value -0.031 | policy_loss 0.013 | value_loss 0.010 | grad_norm 0.033
U 57 | F 116736 | FPS 0514 | D 244 | Reward:μσmM -0.24 0.44 -1.00 0.23 |  entropy 1.892 | value -0.024 | policy_loss 0.005 | value_loss 0.003 | grad_norm 0.030
U 58 | F 118784 | FPS 0454 | D 248 | Reward:μσmM -0.28 0.50 -1.00 0.37 |  entropy 1.872 | value -0.036 | policy_loss 0.009 | value_loss 0.007 | grad_norm 0.039
U 59 | F 120832 | FPS 0483 | D 253 | Reward:μσmM -0.22 0.46 -1.00 0.37 |  entropy 1.900 | value -0.034 | policy_loss -0.004 | value_loss 0.004 | grad_norm 0.019
U 60 | F 122880 | FPS 0486 | D 257 | Reward:μσmM -0.05 0.40 -1.00 0.68 |  entropy 1.904 | value -0.019 | policy_loss -0.010 | value_loss 0.004 | grad_norm 0.035
Status saved
U 61 | F 124928 | FPS 0473 | D 261 | Reward:μσmM 0.02 0.32 -1.00 0.68 |  entropy 1.931 | value -0.019 | policy_loss -0.006 | value_loss 0.000 | grad_norm 0.007
U 62 | F 126976 | FPS 0476 | D 266 | Reward:μσmM -0.17 0.51 -1.00 0.58 |  entropy 1.891 | value -0.036 | policy_loss 0.014 | value_loss 0.008 | grad_norm 0.035
U 63 | F 129024 | FPS 0504 | D 270 | Reward:μσmM -0.04 0.51 -1.00 0.63 |  entropy 1.902 | value -0.011 | policy_loss -0.016 | value_loss 0.003 | grad_norm 0.055
U 64 | F 131072 | FPS 0493 | D 274 | Reward:μσmM -0.05 0.51 -1.00 0.63 |  entropy 1.908 | value -0.021 | policy_loss 0.007 | value_loss 0.007 | grad_norm 0.026
U 65 | F 133120 | FPS 0466 | D 278 | Reward:μσmM -0.18 0.51 -1.00 0.60 |  entropy 1.867 | value -0.040 | policy_loss 0.008 | value_loss 0.006 | grad_norm 0.041
U 66 | F 135168 | FPS 0492 | D 282 | Reward:μσmM -0.16 0.42 -1.00 0.47 |  entropy 1.913 | value -0.007 | policy_loss -0.007 | value_loss 0.001 | grad_norm 0.021
U 67 | F 137216 | FPS 0436 | D 287 | Reward:μσmM -0.01 0.43 -1.00 0.81 |  entropy 1.850 | value -0.008 | policy_loss 0.002 | value_loss 0.009 | grad_norm 0.070
U 68 | F 139264 | FPS 0474 | D 291 | Reward:μσmM -0.06 0.50 -1.00 0.81 |  entropy 1.905 | value 0.016 | policy_loss -0.003 | value_loss 0.007 | grad_norm 0.052
U 69 | F 141312 | FPS 0436 | D 296 | Reward:μσmM -0.05 0.51 -1.00 0.81 |  entropy 1.870 | value 0.039 | policy_loss 0.005 | value_loss 0.010 | grad_norm 0.086
U 70 | F 143360 | FPS 0498 | D 300 | Reward:μσmM -0.01 0.54 -1.00 0.81 |  entropy 1.840 | value 0.057 | policy_loss -0.002 | value_loss 0.005 | grad_norm 0.068
Status saved
U 71 | F 145408 | FPS 0461 | D 305 | Reward:μσmM -0.00 0.53 -1.00 0.65 |  entropy 1.844 | value 0.069 | policy_loss 0.016 | value_loss 0.010 | grad_norm 0.054
U 72 | F 147456 | FPS 0492 | D 309 | Reward:μσmM 0.09 0.58 -1.00 0.79 |  entropy 1.847 | value 0.072 | policy_loss -0.008 | value_loss 0.006 | grad_norm 0.059
U 73 | F 149504 | FPS 0453 | D 313 | Reward:μσmM 0.51 0.25 0.00 0.79 |  entropy 1.841 | value 0.124 | policy_loss -0.032 | value_loss 0.005 | grad_norm 0.102
U 74 | F 151552 | FPS 0436 | D 318 | Reward:μσmM 0.54 0.24 0.00 0.80 |  entropy 1.818 | value 0.141 | policy_loss -0.042 | value_loss 0.006 | grad_norm 0.168
U 75 | F 153600 | FPS 0482 | D 322 | Reward:μσmM 0.63 0.36 -1.00 0.84 |  entropy 1.774 | value 0.225 | policy_loss -0.094 | value_loss 0.007 | grad_norm 0.129
U 76 | F 155648 | FPS 0475 | D 327 | Reward:μσmM 0.72 0.37 -1.00 0.87 |  entropy 1.699 | value 0.311 | policy_loss -0.086 | value_loss 0.010 | grad_norm 0.255
U 77 | F 157696 | FPS 0492 | D 331 | Reward:μσmM 0.85 0.06 0.64 0.94 |  entropy 1.591 | value 0.476 | policy_loss -0.144 | value_loss 0.007 | grad_norm 0.174
U 78 | F 159744 | FPS 0447 | D 335 | Reward:μσmM 0.88 0.04 0.79 0.94 |  entropy 1.466 | value 0.594 | policy_loss -0.110 | value_loss 0.004 | grad_norm 0.117
U 79 | F 161792 | FPS 0501 | D 339 | Reward:μσmM 0.90 0.03 0.74 0.94 |  entropy 1.404 | value 0.683 | policy_loss -0.072 | value_loss 0.003 | grad_norm 0.170
U 80 | F 163840 | FPS 0468 | D 344 | Reward:μσmM 0.90 0.02 0.81 0.94 |  entropy 1.440 | value 0.731 | policy_loss -0.034 | value_loss 0.002 | grad_norm 0.102
Status saved
U 81 | F 165888 | FPS 0485 | D 348 | Reward:μσmM 0.91 0.02 0.88 0.95 |  entropy 1.398 | value 0.759 | policy_loss -0.022 | value_loss 0.001 | grad_norm 0.070
U 82 | F 167936 | FPS 0478 | D 352 | Reward:μσmM 0.91 0.02 0.82 0.94 |  entropy 1.405 | value 0.759 | policy_loss -0.005 | value_loss 0.002 | grad_norm 0.287
U 83 | F 169984 | FPS 0509 | D 356 | Reward:μσmM 0.90 0.03 0.82 0.94 |  entropy 1.591 | value 0.739 | policy_loss 0.010 | value_loss 0.002 | grad_norm 0.147
U 84 | F 172032 | FPS 0483 | D 361 | Reward:μσmM 0.89 0.04 0.79 0.95 |  entropy 1.550 | value 0.722 | policy_loss 0.008 | value_loss 0.002 | grad_norm 0.102
U 85 | F 174080 | FPS 0479 | D 365 | Reward:μσmM 0.85 0.27 -1.00 0.94 |  entropy 1.584 | value 0.706 | policy_loss 0.008 | value_loss 0.016 | grad_norm 0.323
U 86 | F 176128 | FPS 0493 | D 369 | Reward:μσmM 0.89 0.03 0.80 0.94 |  entropy 1.559 | value 0.705 | policy_loss -0.012 | value_loss 0.002 | grad_norm 0.092
U 87 | F 178176 | FPS 0437 | D 374 | Reward:μσmM 0.72 0.55 -1.00 0.94 |  entropy 1.506 | value 0.696 | policy_loss 0.012 | value_loss 0.023 | grad_norm 0.242
U 88 | F 180224 | FPS 0461 | D 378 | Reward:μσmM 0.90 0.03 0.80 0.94 |  entropy 1.475 | value 0.713 | policy_loss -0.031 | value_loss 0.002 | grad_norm 0.209
U 89 | F 182272 | FPS 0509 | D 382 | Reward:μσmM 0.91 0.02 0.84 0.94 |  entropy 1.384 | value 0.748 | policy_loss -0.034 | value_loss 0.001 | grad_norm 0.087
U 90 | F 184320 | FPS 0491 | D 386 | Reward:μσmM 0.92 0.02 0.85 0.95 |  entropy 1.374 | value 0.761 | policy_loss -0.022 | value_loss 0.001 | grad_norm 0.068
Status saved
U 91 | F 186368 | FPS 0462 | D 391 | Reward:μσmM 0.92 0.02 0.86 0.95 |  entropy 1.406 | value 0.774 | policy_loss -0.015 | value_loss 0.001 | grad_norm 0.061
U 92 | F 188416 | FPS 0455 | D 395 | Reward:μσmM 0.92 0.02 0.86 0.95 |  entropy 1.493 | value 0.791 | policy_loss -0.003 | value_loss 0.001 | grad_norm 0.115
U 93 | F 190464 | FPS 0466 | D 400 | Reward:μσmM 0.91 0.02 0.85 0.95 |  entropy 1.536 | value 0.783 | policy_loss 0.017 | value_loss 0.001 | grad_norm 0.080
U 94 | F 192512 | FPS 0393 | D 405 | Reward:μσmM 0.86 0.27 -1.00 0.94 |  entropy 1.599 | value 0.729 | policy_loss 0.041 | value_loss 0.016 | grad_norm 0.361
U 95 | F 194560 | FPS 0493 | D 409 | Reward:μσmM 0.87 0.04 0.78 0.94 |  entropy 1.675 | value 0.678 | policy_loss 0.028 | value_loss 0.002 | grad_norm 0.095
U 96 | F 196608 | FPS 0395 | D 414 | Reward:μσmM 0.80 0.33 -1.00 0.93 |  entropy 1.696 | value 0.626 | policy_loss 0.032 | value_loss 0.014 | grad_norm 0.122
U 97 | F 198656 | FPS 0460 | D 419 | Reward:μσmM 0.79 0.32 -1.00 0.93 |  entropy 1.688 | value 0.623 | policy_loss 0.018 | value_loss 0.004 | grad_norm 0.124
U 98 | F 200704 | FPS 0466 | D 423 | Reward:μσmM 0.73 0.44 -1.00 0.93 |  entropy 1.660 | value 0.588 | policy_loss 0.037 | value_loss 0.026 | grad_norm 0.186
U 99 | F 202752 | FPS 0445 | D 428 | Reward:μσmM 0.85 0.06 0.70 0.94 |  entropy 1.632 | value 0.621 | policy_loss -0.009 | value_loss 0.004 | grad_norm 0.112
U 100 | F 204800 | FPS 0441 | D 433 | Reward:μσmM 0.87 0.04 0.74 0.93 |  entropy 1.588 | value 0.640 | policy_loss -0.018 | value_loss 0.003 | grad_norm 0.087
Status saved
U 101 | F 206848 | FPS 0448 | D 437 | Reward:μσmM 0.89 0.04 0.75 0.96 |  entropy 1.491 | value 0.688 | policy_loss -0.030 | value_loss 0.003 | grad_norm 0.109
U 102 | F 208896 | FPS 0453 | D 442 | Reward:μσmM 0.90 0.02 0.84 0.94 |  entropy 1.497 | value 0.736 | policy_loss -0.022 | value_loss 0.001 | grad_norm 0.075
U 103 | F 210944 | FPS 0410 | D 447 | Reward:μσmM 0.91 0.02 0.82 0.95 |  entropy 1.430 | value 0.757 | policy_loss -0.016 | value_loss 0.001 | grad_norm 0.125
U 104 | F 212992 | FPS 0482 | D 451 | Reward:μσmM 0.92 0.02 0.88 0.94 |  entropy 1.446 | value 0.774 | policy_loss -0.011 | value_loss 0.001 | grad_norm 0.067
U 105 | F 215040 | FPS 0460 | D 455 | Reward:μσmM 0.92 0.02 0.87 0.94 |  entropy 1.518 | value 0.769 | policy_loss 0.000 | value_loss 0.001 | grad_norm 0.059
U 106 | F 217088 | FPS 0439 | D 460 | Reward:μσmM 0.91 0.02 0.83 0.94 |  entropy 1.509 | value 0.764 | policy_loss 0.001 | value_loss 0.001 | grad_norm 0.057
U 107 | F 219136 | FPS 0469 | D 464 | Reward:μσmM 0.91 0.02 0.85 0.94 |  entropy 1.516 | value 0.749 | policy_loss 0.007 | value_loss 0.001 | grad_norm 0.082
U 108 | F 221184 | FPS 0423 | D 469 | Reward:μσmM 0.90 0.03 0.80 0.95 |  entropy 1.515 | value 0.754 | policy_loss -0.001 | value_loss 0.001 | grad_norm 0.082
U 109 | F 223232 | FPS 0470 | D 474 | Reward:μσmM 0.91 0.02 0.87 0.94 |  entropy 1.535 | value 0.752 | policy_loss -0.006 | value_loss 0.001 | grad_norm 0.071
U 110 | F 225280 | FPS 0438 | D 478 | Reward:μσmM 0.91 0.02 0.83 0.95 |  entropy 1.501 | value 0.740 | policy_loss -0.005 | value_loss 0.001 | grad_norm 0.100
Status saved
U 111 | F 227328 | FPS 0472 | D 483 | Reward:μσmM 0.91 0.02 0.85 0.95 |  entropy 1.439 | value 0.754 | policy_loss -0.005 | value_loss 0.001 | grad_norm 0.100
U 112 | F 229376 | FPS 0458 | D 487 | Reward:μσmM 0.92 0.02 0.84 0.95 |  entropy 1.437 | value 0.772 | policy_loss -0.005 | value_loss 0.001 | grad_norm 0.101
U 113 | F 231424 | FPS 0478 | D 491 | Reward:μσmM 0.92 0.02 0.86 0.95 |  entropy 1.494 | value 0.783 | policy_loss 0.000 | value_loss 0.001 | grad_norm 0.121
U 114 | F 233472 | FPS 0472 | D 496 | Reward:μσmM 0.91 0.02 0.86 0.95 |  entropy 1.591 | value 0.781 | policy_loss 0.010 | value_loss 0.001 | grad_norm 0.072
U 115 | F 235520 | FPS 0473 | D 500 | Reward:μσmM 0.90 0.03 0.82 0.94 |  entropy 1.578 | value 0.749 | policy_loss 0.026 | value_loss 0.001 | grad_norm 0.072
U 116 | F 237568 | FPS 0484 | D 504 | Reward:μσmM 0.70 0.56 -1.00 0.94 |  entropy 1.588 | value 0.655 | policy_loss 0.076 | value_loss 0.044 | grad_norm 0.332
U 117 | F 239616 | FPS 0394 | D 510 | Reward:μσmM 0.62 0.60 -1.00 0.92 |  entropy 1.647 | value 0.586 | policy_loss 0.049 | value_loss 0.025 | grad_norm 0.287
U 118 | F 241664 | FPS 0467 | D 514 | Reward:μσmM 0.83 0.07 0.62 0.91 |  entropy 1.650 | value 0.624 | policy_loss 0.009 | value_loss 0.003 | grad_norm 0.114
